book_name,authors,rating,publish_year,publish_month,publish_day,publisher,num_reviews,num_pages
Back to the Bedroom (Elsie Hawkins #1),Janet Evanovich,3.68,2014,25,2,Harper,488,234
Full Blast (Full #4),Janet Evanovich,3.83,2004,19,4,St. Martin's Paperbacks,279,344
"Metro Girl (Alex Barnaby, #1)",Janet Evanovich,3.63,2005,27,9,HarperTorch,1093,374
Full Bloom (Full #5),Janet Evanovich,3.82,2005,5,4,,301,344
"Full Speed (Full, #3)",Janet Evanovich,3.83,2003,3,11,Headline,225,344
Martian Time-Slip,Philip K. Dick,3.77,1999,8,7,Gollancz,33,226
"A Princess of Mars (Barsoom, #1)",Edgar Rice Burroughs,3.81,2002,1,6,Borgo Press,15,256
The Chessmen of Mars (Barsoom #5),Edgar Rice Burroughs,3.83,2005,1,1,Tantor Media,160,0
"The Warlord of Mars (Barsoom, #3)",Edgar Rice Burroughs,3.87,2001,1,2,Tantor Media,349,6
The Master Mind of Mars (Barsoom #6),Edgar Rice Burroughs,3.85,1979,12,4,Ballantine Books,81,160
"Broken Angels (Takeshi Kovacs, #2)",Richard K. Morgan,3.95,2004,2,3,Del Rey,4,544
Market Forces,Richard K. Morgan,3.59,2005,1,3,Ballantine Books,267,464
Thank You for Smoking,Christopher Buckley,3.93,2006,14,2,Random House Trade Paperbacks,566,272
Suttree,Cormac McCarthy,4.18,2002,22,10,Modern Library,9,480
Outer Dark,Cormac McCarthy,3.88,2007,3,8,Picador USA,770,256
The Agony and the Ecstasy: A Biographical Novel of Michelangelo,Irving Stone,4.07,2004,7,9,NAL,130,776
Harvest,Tess Gerritsen,4.11,1997,1,8,Pocket Books,527,368
Story of O (Story of O #1),Pauline Réage,3.32,1981,12,5,Ballantine Books,1001,199
Once Were Warriors,Alan Duff,3.95,1994,1,3,University of Hawaii Press,1,192
"Time and Again (Time, #1)",Jack Finney,3.95,2012,1,5,Orion Publishing Group,1637,399
Stupid White Men,Michael Moore,3.32,2004,27,5,,444,304
"The Life and Opinions of Tristram Shandy, Gentleman",Laurence Sterne,3.74,2004,21,9,Modern Library,11,704
Europe on a Shoestring,Sarah Johnstone,4.05,2007,1,3,Lonely Planet,16,1284
Mindset: The New Psychology of Success,Carol S. Dweck,4.07,2006,28,2,Random House,5395,276
The Last Castle,Jack Vance,3.79,1986,1,1,"Underwood/Miller, Berkley",46,115
"The Art of Innovation: Lessons in Creativity from IDEO, America's Leading Design Firm",Tom Kelley,3.97,2001,16,1,Broadway Business,157,320
Shadow & Claw (The Book of the New Sun #1-2),Gene Wolfe,4.02,1994,15,10,Orb Books,891,413
Sword & Citadel (The Book of the New Sun #3-4),Gene Wolfe,4.32,1994,15,10,Orb Books,354,411
From Bauhaus to Our House,Tom Wolfe,3.76,1999,5,10,Bantam,172,128
"Street of the Five Moons (Vicky Bliss, #2)",Elizabeth Peters,3.95,2000,7,3,Avon,149,376
Stand on Zanzibar,John Brunner,3.96,1999,12,8,Gollancz,393,672
"Blue Mars (Mars Trilogy, #3)",Kim Stanley Robinson,3.93,2001,1,10,HarperCollins Publishers,4,789
Possession,A.S. Byatt,3.89,1991,1,10,Vintage,3496,555
The Best American Nonrequired Reading 2004,Dave Eggers,3.86,2004,14,10,Houghton Mifflin,67,407
The Culture of Fear: Why Americans Are Afraid of the Wrong Things,Barry Glassner,3.7,2000,16,3,Basic Books,306,210
As Nature Made Him: The Boy Who Was Raised as a Girl,John Colapinto,3.98,2001,20,2,Harper Perennial,624,320
The Serial Killers Club,Jeff Povey,3.22,2006,22,6,Warner Books (NY),25,279
The Outlaws of Sherwood,Robin McKinley,3.77,2005,4,10,Ace,623,368
Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,4.05,1993,30,6,HarperCollins,3771,256
Spindle's End,Robin McKinley,3.81,2003,3,4,Corgi Childrens,19,464
"The Hero and the Crown (Damar, #2)",Robin McKinley,4.21,1985,1,2,Ace,7,227
On the Street Where You Live,Mary Higgins Clark,3.86,2002,1,4,Pocket Books,573,387
Nighttime Is My Time,Mary Higgins Clark,3.82,2004,6,4,Simon & Schuster Adult Publishing Group,491,434
"Till the Cows Come Home (Stella Crown Mystery, #1)",Judy Clemens,3.78,2005,1,7,Poisoned Pen Press,28,288
Inside My Heart: Choosing to Live with Passion and Purpose,Robin McGraw,3.62,2006,12,9,Nelson Books,183,221
"To Thine Own Self Be True (Stella Crown Mystery, #3)",Judy Clemens,3.79,2006,1,8,Poisoned Pen Press,13,226
A Fan's Notes,Frederick Exley,4.08,1997,5,8,Modern Library,10,425
The Great Crash of 1929,John Kenneth Galbraith,3.94,1997,30,4,Mariner Books,256,224
The Devil in the Junior League,Linda Francis Lee,3.62,2006,22,8,St. Martin's Press,534,336
"Girl (Girl, #1)",Blake Nelson,3.76,1994,13,9,Touchstone Books,196,252
"My Side of the Mountain (Mountain, #1)",Jean Craighead George,4.06,2004,12,4,Puffin Books,2647,192
Rubyfruit Jungle,Rita Mae Brown,3.91,1988,1,10,Bantam,1,193
"Black Wind (Dirk Pitt, #18)",Clive Cussler,3.86,2006,6,6,G.P. Putnam's Sons,312,639
"Raise the Titanic! (Dirk Pitt, #4)",Clive Cussler,3.98,2004,3,2,G.P. Putnam's Sons,650,545
Joel on Software,Joel Spolsky,4.11,2004,28,10,Apress,120,384
Hackers & Painters: Big Ideas from the Computer Age,Paul Graham,4.05,2004,25,5,O'Reilly Media,305,272
"I, Robot (Robot, #0.1)",Isaac Asimov,4.2,2004,1,6,Spectra,4281,224
Pebble in the Sky (Galactic Empire #3),Isaac Asimov,3.88,1991,1,12,Bantam,460,308
"The Stars, Like Dust (Galactic Empire, #1)",Isaac Asimov,3.74,1991,1,12,Spectra,435,304
"The Currents of Space (Galactic Empire, #2)",Isaac Asimov,3.83,1952,1,1,Fawcett crest,3,192
Uncle Shelby's ABZ Book,Shel Silverstein,4.36,1985,9,9,Gallery Books,222,80
Who Wants a Cheap Rhinoceros?,Shel Silverstein,3.96,2002,1,8,Simon  Schuster Books for Young Readers,125,64
There are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,4.28,1992,5,1,Anchor Books,842,323
Light a Penny Candle,Maeve Binchy,3.91,2006,4,5,Arrow,595,832
Evening Class,Maeve Binchy,4.0,2005,30,6,Orion Publishing Group,859,528
Circle of Friends,Maeve Binchy,4.03,2006,1,6,Arrow,1409,722
Staying at Daisy's,Jill Mansell,3.87,2002,19,8,Headline Review,256,500
Shakespeare's Sonnets,William Shakespeare,4.25,1997,21,8,Bloomsbury Arden Shakespeare,633,488
Love Poems and Sonnets,William Shakespeare,4.34,1957,3,9,Doubleday Books,65,160
"The Cat Who Knew Shakespeare (Cat Who..., #7)",Lilian Jackson Braun,3.93,1996,7,11,Headline,209,208
"King Henry VI, Part 3",William Shakespeare,3.75,2001,1,11,Bloomsbury Arden Shakespeare,191,460
"Bones of the Moon (Answered Prayers, #1)",Jonathan Carroll,3.89,2002,3,5,Orb Books,117,224
"Something Blue (Darcy & Rachel, #2)",Emily Giffin,3.93,2006,21,3,Griffin,6620,338
Burning The Map,Laura Caldwell,3.54,2002,25,10,Red Dress Ink,66,288
Dune (Dune #1),Frank Herbert,4.23,2003,30,10,Debolsillo,95,702
God Emperor of Dune (Dune Chronicles #4),Frank Herbert,3.85,2003,13,3,Victor Gollancz,902,454
We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,Harold G. Moore,4.31,2004,23,11,Presidio Press,456,480
The Fall of Berlin 1945,Antony Beevor,4.3,2003,29,4,Penguin Books,338,490
Mila 18,Leon Uris,4.29,1983,1,11,Bantam,492,563
A God in Ruins,Leon Uris,3.27,2000,5,9,Avon,103,517
Battle Cry,Leon Uris,4.15,2005,28,6,Avon,138,694
Trinity,Leon Uris,4.25,2006,25,7,Avon,857,912
"A Star Called Henry (The Last Roundup, #1)",Roddy Doyle,3.83,2000,7,9,Vintage,439,342
"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward,4.3,2007,6,3,Onyx,3715,480
"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,4.2,2005,6,9,Penguin Group (USA),10622,393
Still Life,Irving Penn,4.22,2001,7,9,Bulfinch,2,144
"Gai-Jin (Asian Saga, #3)",James Clavell,3.86,1994,3,4,Dell,301,1236
"Tai-Pan (Asian Saga, #2)",James Clavell,4.28,2009,1,9,Dell,785,734
"War and Remembrance (The Henry Family, #2)",Herman Wouk,4.41,2002,5,2,Back Bay Books,687,1042
Don't Stop the Carnival,Herman Wouk,3.93,1992,15,5,Back Bay Books,298,416
"The Call of the Wild, White Fang and Other Stories",Jack London,3.99,1998,20,8,"Oxford University Press, USA",195,400
Enslaved by Ducks,Bob Tarte,3.44,2004,1,10,Algonquin Books,451,308
"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail",Rusty Young,4.26,2004,1,5,St. Martin's Griffin,530,400
Not Without My Daughter,Betty Mahmoody,4.1,2004,5,7,Transworld Publishers Ltd,1053,528
Nothing Lasts Forever,Sidney Sheldon,3.84,1995,1,9,Grand Central,620,384
Bad Behavior,Mary Higgins Clark,3.3,1995,23,5,Harcourt,3,305
You Belong To Me,Mary Higgins Clark,3.87,1999,1,4,Pocket Books,424,384
Thomas Jefferson: Author of America,Christopher Hitchens,3.91,2005,31,5,Atlas Books/HarperCollins Publishers,223,188
The Missionary Position: Mother Teresa in Theory and Practice,Christopher Hitchens,4.06,1997,17,4,Verso,573,98
How to Be Lost,Amanda Eyre Ward,3.54,2005,30,8,Ballantine Books,680,290
The Best American Nonrequired Reading 2003,Dave Eggers,3.89,2003,10,10,Houghton Mifflin,64,368
Forty Stories,Donald Barthelme,4.2,2005,7,4,Penguin Books,124,246
Rose of No Man's Land,Michelle Tea,3.52,2007,5,2,Mariner Books,161,320
The Best American Comics 2006,Harvey Pekar,3.87,2006,1,10,Houghton Mifflin,126,293
Twentieth Century Eightball,Daniel Clowes,4.15,2002,17,9,Fantagraphics,69,112
The People of Paper,Salvador Plascencia,4.09,2006,13,11,Mariner Books,460,256
Crooked Little Vein,Warren Ellis,3.82,2007,24,7,William Morrow,994,288
The Feast of All Saints,Anne Rice,3.85,1992,28,1,Ballantine Books,341,570
"Entrevista con el vampiro (Crónicas vampíricas, #1)",Anne Rice,3.99,2005,1,6,Ediciones B,94,463
"The Vampire Lestat (The Vampire Chronicles, #2)",Anne Rice,4.07,2004,31,8,Ballantine Books,2743,481
"Phantom (Sword of Truth, #10)",Terry Goodkind,3.99,2006,18,7,Tor Books,452,587
"Stone of Tears (Sword of Truth, #2)",Terry Goodkind,4.11,2008,1,1,Tor Books,4,704
"Naked Empire (Sword of Truth, #8)",Terry Goodkind,3.81,2004,1,6,Tor Books,559,736
"Promise Me (Myron Bolitar, #8)",Harlan Coben,3.99,2007,27,3,Dutton,1151,504
"The Final Detail (Myron Bolitar, #6)",Harlan Coben,4.03,2005,1,5,Orion,17,344
No Second Chance,Harlan Coben,4.08,2004,27,4,Dutton Books,1255,452
"Drop Shot (Myron Bolitar, #2)",Harlan Coben,3.94,1996,5,2,Dell Publishing Company,994,341
Portnoy's Complaint,Philip Roth,3.7,1995,18,5,Vintage,1886,274
The Quiet Game (Penn Cage #1),Greg Iles,4.2,2000,1,7,Coronet Books (GB),1440,580
Residence on Earth,Pablo Neruda,4.4,2004,17,7,New Directions,12,352
Winter Garden,Pablo Neruda,4.01,2002,1,1,Copper Canyon Press,19,96
Maps for Lost Lovers,Nadeem Aslam,3.78,2006,9,5,Vintage,280,400
The Inmates Are Running the Asylum: Why High Tech Products Drive Us Crazy and How to Restore the Sanity,Alan Cooper,3.94,2004,5,3,Sams Publishing,154,255
Asylum,Quan Barry,4.17,2001,2,8,University of Pittsburgh Press,7,88
The Monster at the End of this Book,Jon Stone,4.45,2004,11,5,Golden Books,2586,32
"The Silver Pigs (Marcus Didius Falco, #1)",Lindsey Davis,3.94,1991,13,2,Fawcett Books,26,241
Velvet Elvis: Repainting the Christian Faith,Rob Bell,3.78,2005,31,7,Zondervan Publishing Company,851,194
Man Walks Into a Room,Nicole Krauss,3.34,2003,11,11,Anchor Books,555,248
The Portable Dorothy Parker,Dorothy Parker,4.34,2006,28,3,Penguin Books,200,626
"The Killer Angels: A Novel of the Civil War (The Civil War Trilogy, #2)",Michael Shaara,4.32,2004,23,12,Modern Library,49,337
The Roald Dahl Omnibus: Perfect Bedtime Stories for Sleepless Nights,Roald Dahl,4.35,1993,13,6,Barnes & Noble,170,681
Kiss Kiss,Roald Dahl,4.1,1987,26,10,Penguin Books,354,231
Hood,Emma Donoghue,3.6,1998,1,7,Alyson Books,172,309
Life is Elsewhere,Milan Kundera,3.95,2000,25,7,Harper Perennial,313,432
"Prentice Alvin (Tales of Alvin Maker, #3)",Orson Scott Card,3.79,1989,15,12,Tor Fantasy,30,342
"Fablehaven (Fablehaven, #1)",Brandon Mull,4.1,2006,7,6,Shadow Mountain,8770,351
The Elements of Typographic Style,Robert Bringhurst,4.24,2004,27,9,Hartley & Marks Publishers,210,352
Appointment in Samarra,John O'Hara,3.82,1988,12,12,Random House Value Publishing,3,0
The Moon and Sixpence,W. Somerset Maugham,4.13,2006,20,1,Dover Publications,25,176
The Moon And Sixpence,W. Somerset Maugham,4.13,1999,2,9,Vintage Classics,53,215
Black Hawk Down: A Story of Modern War,Mark Bowden,4.29,2002,1,1,Signet,39,496
"The Glass Books of the Dream Eaters (Miss Temple, Doctor Svenson, and Cardinal Chang, #1)",Gordon Dahlquist,3.5,2006,15,12,Bantam Books,461,760
Refactoring: Improving the Design of Existing Code,Martin Fowler,4.24,1999,8,7,Addison-Wesley Professional,224,431
The Island at the Center of the World: The Epic Story of Dutch Manhattan and the Forgotten Colony That Shaped America,Russell Shorto,4.14,2005,12,4,Vintage,786,384
"Shakespeare's Landlord (Lily Bard, #1)",Charlaine Harris,3.76,2005,1,11,Berkley,1119,216
Agnes Grey,Anne Brontë,3.69,2006,8,9,Dover Publications,16,176
"The Mad Ship (Liveship Traders, #2)",Robin Hobb,4.23,2008,4,2,Harper Voyager,907,906
"Fool's Fate (Tawny Man, #3)",Robin Hobb,4.42,2004,23,11,Spectra,1224,914
"Shaman's Crossing (Soldier Son, #1)",Robin Hobb,3.45,2006,29,8,Harper Voyager,674,591
"Assassin's Quest (Farseer Trilogy, #3)",Robin Hobb,4.18,1998,5,1,Spectra,1975,757
The Scold's Bridle,Minette Walters,3.95,1995,15,10,St. Martin's Press,114,384
Fingersmith,Sarah Waters,4.03,2002,1,10,Riverhead Books,2960,548
"Step on a Crack (Michael Bennett, #1)",James Patterson,4.01,2007,6,2,Little Brown and Company,1613,383
Five Children and It (Five Children #1),E. Nesbit,3.88,1996,1,12,Puffin,731,237
A Passage to India,E.M. Forster,3.68,2005,30,8,Penguin Books,2182,376
The Gun Seller,Hugh Laurie,3.68,1998,1,10,Washington Square Press,1438,340
The Naked God 2: Faith (Night's Dawn 3),Peter F. Hamilton,4.33,2000,1,12,Aspect,15,800
Pandora's Star,Peter F. Hamilton,4.24,2005,2,3,Del Rey,1530,768
Fallen Dragon,Peter F. Hamilton,4.07,2003,7,3,Aspect,11,832
Hard-Boiled Wonderland and the End of the World,Haruki Murakami,4.15,1991,1,9,Kodansha,42,400
The Wind-Up Bird Chronicle,Haruki Murakami,4.17,1997,21,10,Alfred A. Knopf,67,611
Rendezvous in Black,Cornell Woolrich,3.96,2004,16,3,Modern Library,98,211
Desiring God: Meditations of a Christian Hedonist,John Piper,4.15,2004,16,7,Inter-Varsity Press,9,391
"El catalejo lacado (La Materia Oscura, #3)",Philip Pullman,4.09,2005,1,5,Ediciones B,48,446
"Northern Lights (His Dark Materials, #1)",Philip Pullman,3.98,2001,14,9,Scholastic Press,66,399
Why We Buy,Paco Underhill,3.9,2001,1,6,Texere Publishing,9,255
Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,Stephen E. Ambrose,4.21,2003,6,10,Simon & Schuster,1857,592
Co. Aytch: A Confederate Memoir of the Civil War,Sam R. Watkins,4.13,2003,1,11,Touchstone,71,256
La Tía Julia y el Escribidor,Mario Vargas Llosa,3.92,1977,10,7,Seix Barral,4,447
The Ice-Shirt (Seven Dreams #1),William T. Vollmann,3.97,1993,1,8,Penguin Books,97,415
Poor People,William T. Vollmann,3.71,2007,27,2,Ecco,140,434
Carta de una desconocida,Stefan Zweig,4.15,2002,18,1,Acantilado,316,66
The Tailor of Panama,John le Carré,3.47,1996,14,10,Knopf,241,332
The Ballad of the Sad Café and Other Stories,Carson McCullers,4.01,2005,5,4,Mariner Books (Houghton Mifflin Company),585,152
"The Murders in the Rue Morgue: The Dupin Tales (C. Auguste Dupin, #1-3)",Edgar Allan Poe,3.88,2006,23,5,Modern Library,188,160
La tabla de Flandes,Arturo Pérez-Reverte,3.79,1998,31,12,Alfaguara,11,416
Quo Vadis,Henryk Sienkiewicz,4.16,2000,7,7,Barbour Publishing,3,496
The Blind Owl,Sadegh Hedayat,3.99,1994,11,1,Grove Press,538,148
"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,3.99,2007,13,3,Knopf Books for Young Readers,7893,704
"The Skull Beneath the Skin (Cordelia Gray, #2)",P.D. James,3.8,2001,28,8,Scribner Book Company,222,352
Devices and Desires (Adam Dalgliesh #8),P.D. James,4.0,2002,1,5,Warner Books (NY),340,480
"The Diary of Anaïs Nin, Vol. 1: 1931-1934",Anaïs Nin,4.12,1969,19,3,Mariner Books,276,384
Agile Web Development with Rails,Dave Thomas,3.84,2006,24,12,Pragmatic Bookshelf,9,719
The Virgin Suicides,Jeffrey Eugenides,3.84,1994,1,6,Warner Books (NY),707,249
Love You Forever,Robert Munsch,4.36,2000,2,9,Firefly Books,33,32
Love Is a Mix Tape,Rob Sheffield,3.85,2007,2,1,Crown Publishing Group (NY),2230,224
Why Men Love Bitches: From Doormat to Dreamgirl—A Woman's Guide to Holding Her Own in a Relationship,Sherry Argov,3.9,2002,1,10,Adams Media,1371,288
Willful Creatures,Aimee Bender,3.99,2006,8,8,Anchor Books,418,208
"Ask the Dust (The Saga of Arturo Bandini, #3)",John Fante,4.12,2006,7,2,Ecco,1188,165
Starplex,Robert J. Sawyer,3.84,1996,1,10,Ace Books,99,289
Daughters of Mother Sea,احمد شاملو,4.04,1999,20,3,Khaneh Adabiyat,1,8
A Persian Requiem,Simin Daneshvar,3.91,1992,1,2,George Braziller,6,279
The Poems of Hafez,Hafez,4.63,2005,1,1,Ibex Publishers,31,277
Mary,Vladimir Nabokov,3.68,1989,20,11,Vintage,196,114
All the Shah's Men: An American Coup and the Roots of Middle East Terror,Stephen Kinzer,4.26,2004,1,8,"John Wiley & Sons (Hoboken, NJ)",576,272
The Women's Room,Marilyn French,3.95,1997,1,5,Little Brown and Company,423,526
A Murder of Quality (George Smiley #2),John le Carré,3.61,2004,1,10,Walker Books,15,152
Call for the Dead (George Smiley #1),John le Carré,3.82,2002,29,1,Scribner,942,160
Baby Laughs: The Naked Truth About the First Year of Mommyhood,Jenny McCarthy,3.86,2006,4,4,Plume,395,224
My Sweet-orange Tree,José Mauro de Vasconcelos,4.41,1983,1,4,Hutchinson Children's Books Ltd,5,166
My Sweet Orange Tree,José Mauro de Vasconcelos,4.41,1971,1,6,,79,208
The Survivor: Bill Clinton in the White House,John F.  Harris,4.03,2006,10,10,Random House Trade Paperbacks,55,560
The Book of Joe,Jonathan Tropper,3.96,2005,29,3,Bantam,1372,338
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Judith Viorst,4.22,1987,15,7,Atheneum Books for Young Readers,2614,32
Plagues and Peoples,William H. McNeill,3.9,1977,11,10,Anchor,167,368
"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,4.01,2004,30,3,Anchor Books,10425,389
Ex Libris: Confessions of a Common Reader,Anne Fadiman,4.14,2000,25,11,Farrar Straus Giroux,1480,162
Rabbit Redux (Rabbit Angstrom #2),John Updike,3.8,1996,27,8,Random House Trade Paperbacks,592,440
L'alchimiste,Paulo Coelho,3.87,1994,31,7,Le Livre de Poche,228,189
Veronika beschließt zu sterben,Paulo Coelho,3.71,2002,1,1,Diogenes,83,223
St. Lucy's Home for Girls Raised by Wolves,Karen Russell,3.78,2006,5,9,Alfred A. Knopf,1259,246
Lady Oracle,Margaret Atwood,3.68,1998,13,4,Anchor,489,346
"The Last Empress (Empress Orchid, #2)",Anchee Min,3.81,2007,21,3,Houghton Mifflin Harcourt,441,320
The Heart Of A Dog,Mikhail Bulgakov,4.1,1999,18,2,Vintage,22,128
The White Guard,Mikhail Bulgakov,4.04,2005,30,8,Chicago Review Press,15,322
"Man and Boy (Harry Silver, #1)",Tony Parsons,3.5700000000000003,2002,7,5,Touchstone,443,368
"Chocolat (Chocolat, #1)",Joanne Harris,3.96,2000,1,11,Penguin Books,3017,306
Archer's Goon,Diana Wynne Jones,4.07,2003,1,3,Greenwillow Books,194,324
"The Magicians of Caprona (Chrestomanci, #4)",Diana Wynne Jones,3.92,2001,10,4,Greenwillow Books,291,288
"Harry Potter y el prisionero de Azkaban (Harry Potter, #3)",J.K. Rowling,4.5600000000000005,2001,28,4,Salamandra,548,359
"The Gashlycrumb Tinies (The Vinegar Works, #1)",Edward Gorey,4.18,1998,5,11,Bloomsbury,716,32
"Amphigorey (Amphigorey, #1)",Edward Gorey,4.03,1980,28,1,TarcherPerigee,374,220
Lost Souls,Poppy Z. Brite,3.89,2002,1,9,Gauntlet Press,5,494
"Mister Monday (The Keys to the Kingdom, #1)",Garth Nix,3.79,2006,1,5,Scholastic,1205,384
"Sir Thursday (The Keys to the Kingdom, #4)",Garth Nix,3.95,2007,1,1,Scholastic,303,344
"Drowned Wednesday (The Keys to the Kingdom, #3)",Garth Nix,3.86,2006,3,3,Scholastic Paperbacks,366,389
"Grim Tuesday (The Keys to the Kingdom, #2)",Garth Nix,3.87,2005,1,3,Scholastic Press,400,336
"Lirael (Abhorsen, #2)",Garth Nix,4.29,2015,30,12,Eos,1967,464
"InterWorld (InterWorld, #1)",Neil Gaiman,3.53,2007,26,6,HarperCollins,1566,239
The Sandman: Endless Nights,Neil Gaiman,4.34,2004,1,9,Vertigo,624,160
I Know What You Did Last Summer,Lois Duncan,3.5,1999,6,4,Laurel Leaf,762,208
Je l'aimais,Anna Gavalda,3.53,2004,1,2,J'Ai Lu,60,155
Cementerio de animales,Stephen King,3.99,2005,30,6,Debolsillo,493,488
Fear and Misery of the Third Reich,Bertolt Brecht,4.07,2002,15,3,Methuen Drama,20,144
"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness (The Black Jewels, #1-3)",Anne Bishop,4.39,2003,2,12,Roc,610,1204
